net,sta,start,end,n_days,source
KS,DAG2,2011-09-11 00:00:00,2011-09-12 00:00:00,2,NECIS
KS,DAG2,2011-09-17 00:00:00,2011-09-17 00:00:00,1,NECIS
KS,DAG2,2011-09-21 00:00:00,2011-09-21 00:00:00,1,NECIS
KS,DAG2,2011-09-26 00:00:00,2011-09-27 00:00:00,2,NECIS
KS,DAG2,2011-10-05 00:00:00,2011-10-05 00:00:00,1,NECIS
KS,DAG2,2011-10-23 00:00:00,2011-10-26 00:00:00,4,NECIS
KS,DAG2,2011-10-30 00:00:00,2011-11-04 00:00:00,6,NECIS
KS,DAG2,2011-11-08 00:00:00,2011-11-12 00:00:00,5,NECIS
KS,DAG2,2011-11-16 00:00:00,2011-11-20 00:00:00,5,NECIS
KS,DAG2,2011-11-24 00:00:00,2011-11-26 00:00:00,3,NECIS
KS,DAG2,2011-12-01 00:00:00,2011-12-03 00:00:00,3,NECIS
KS,DAG2,2011-12-08 00:00:00,2011-12-09 00:00:00,2,NECIS
KS,DAG2,2011-12-14 00:00:00,2011-12-15 00:00:00,2,NECIS
KS,DAG2,2011-12-19 00:00:00,2011-12-21 00:00:00,3,NECIS
KS,DAG2,2011-12-25 00:00:00,2011-12-27 00:00:00,3,NECIS
KS,DAG2,2011-12-30 00:00:00,2011-12-31 00:00:00,2,NECIS
KS,DAG2,2012-01-04 00:00:00,2012-01-04 00:00:00,1,NECIS
KS,DAG2,2012-01-27 00:00:00,2012-01-30 00:00:00,4,NECIS
KS,DAG2,2012-02-03 00:00:00,2012-02-06 00:00:00,4,NECIS
KS,DAG2,2012-02-10 00:00:00,2012-02-13 00:00:00,4,NECIS
KS,DAG2,2012-02-17 00:00:00,2012-02-20 00:00:00,4,NECIS
KS,DAG2,2012-02-24 00:00:00,2012-02-26 00:00:00,3,NECIS
KS,DAG2,2012-02-29 00:00:00,2012-03-05 00:00:00,6,NECIS
KS,DAG2,2012-03-09 00:00:00,2012-03-11 00:00:00,3,NECIS
KS,DAG2,2012-03-15 00:00:00,2012-03-18 00:00:00,4,NECIS
KS,DAG2,2012-03-22 00:00:00,2012-03-24 00:00:00,3,NECIS
KS,DAG2,2012-03-28 00:00:00,2012-03-29 00:00:00,2,NECIS
KS,DAG2,2012-04-25 00:00:00,2012-04-26 00:00:00,2,NECIS
KS,DAG2,2012-05-01 00:00:00,2012-05-01 00:00:00,1,NECIS
KS,DAG2,2012-05-06 00:00:00,2012-05-06 00:00:00,1,NECIS
KS,DAG2,2012-05-19 00:00:00,2012-05-19 00:00:00,1,NECIS
KS,DAG2,2012-05-25 00:00:00,2012-05-26 00:00:00,2,NECIS
KS,DAG2,2012-05-30 00:00:00,2012-05-31 00:00:00,2,NECIS
KS,DAG2,2012-06-05 00:00:00,2012-06-08 00:00:00,4,NECIS
KS,DAG2,2012-06-13 00:00:00,2012-06-16 00:00:00,4,NECIS
KS,DAG2,2012-06-21 00:00:00,2012-06-23 00:00:00,3,NECIS
KS,DAG2,2012-06-28 00:00:00,2012-06-30 00:00:00,3,NECIS
KS,DAG2,2012-07-05 00:00:00,2012-07-07 00:00:00,3,NECIS
KS,DAG2,2012-07-12 00:00:00,2012-07-15 00:00:00,4,NECIS
KS,DAG2,2012-07-20 00:00:00,2012-07-22 00:00:00,3,NECIS
KS,DAG2,2012-07-27 00:00:00,2012-07-30 00:00:00,4,NECIS
KS,DAG2,2012-08-04 00:00:00,2012-08-06 00:00:00,3,NECIS
KS,DAG2,2012-08-11 00:00:00,2012-08-12 00:00:00,2,NECIS
KS,DAG2,2012-08-17 00:00:00,2012-08-18 00:00:00,2,NECIS
KS,DAG2,2012-08-23 00:00:00,2012-08-24 00:00:00,2,NECIS
KS,DAG2,2012-08-29 00:00:00,2012-08-29 00:00:00,1,NECIS
KS,DAG2,2012-09-03 00:00:00,2012-09-03 00:00:00,1,NECIS
KS,DAG2,2012-09-12 00:00:00,2012-09-12 00:00:00,1,NECIS
KS,DAG2,2012-09-17 00:00:00,2012-09-17 00:00:00,1,NECIS
KS,DAG2,2012-10-27 00:00:00,2012-10-29 00:00:00,3,NECIS
KS,DAG2,2012-11-03 00:00:00,2012-11-07 00:00:00,5,NECIS
KS,DAG2,2012-11-12 00:00:00,2012-11-12 00:00:00,1,NECIS
KS,DAG2,2012-11-17 00:00:00,2012-11-18 00:00:00,2,NECIS
KS,DAG2,2012-11-23 00:00:00,2012-11-23 00:00:00,1,NECIS
KS,DAG2,2012-12-18 00:00:00,2012-12-19 00:00:00,2,NECIS
KS,DAG2,2013-09-30 00:00:00,2013-09-30 00:00:00,1,NECIS
KS,DAG2,2015-03-26 00:00:00,2015-03-26 00:00:00,1,NECIS
KS,DAG2,2015-08-04 00:00:00,2015-08-05 00:00:00,2,NECIS
KS,DAG2,2016-01-03 00:00:00,2016-01-03 00:00:00,1,NECIS
KS,DAG2,2016-01-06 00:00:00,2016-01-06 00:00:00,1,NECIS
KS,DAG2,2016-02-17 00:00:00,2016-02-21 00:00:00,5,NECIS
KS,DAG2,2016-12-13 00:00:00,2016-12-13 00:00:00,1,NECIS
KS,DAG2,2016-12-17 00:00:00,2016-12-27 00:00:00,11,NECIS
KS,DAG2,2017-01-01 00:00:00,2022-07-20 00:00:00,2027,NECIS
KS,DAGA,2018-12-19 00:00:00,2019-03-17 00:00:00,89,NECIS
KS,DAGA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,DAGA,2026-01-04 00:00:00,2026-05-09 00:00:00,126,NECIS
KS,DAGA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,DAGA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,DAGA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,DAU,2010-01-01 00:00:00,2026-07-16 00:00:00,6041,NECIS
KS,DNBA,2018-03-09 00:00:00,2025-12-31 00:00:00,2855,NECIS
KS,DNBA,2026-01-04 00:00:00,2026-05-09 00:00:00,126,NECIS
KS,DNBA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,DNBA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,DNBA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,EUS,2010-01-01 00:00:00,2026-07-16 00:00:00,6041,NECIS
KS,EUSB,2015-10-01 00:00:00,2015-11-30 00:00:00,61,NECIS
KS,EUSB,2016-01-03 00:00:00,2016-01-03 00:00:00,1,NECIS
KS,EUSB,2016-01-06 00:00:00,2016-01-06 00:00:00,1,NECIS
KS,EUSB,2016-02-18 00:00:00,2016-02-21 00:00:00,4,NECIS
KS,EUSB,2016-06-02 00:00:00,2016-06-02 00:00:00,1,NECIS
KS,EUSB,2016-12-13 00:00:00,2016-12-14 00:00:00,2,NECIS
KS,EUSB,2016-12-17 00:00:00,2016-12-27 00:00:00,11,NECIS
KS,EUSB,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,EUSB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,EUSB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,EUSB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,EUSB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,GGDA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,GGDA,2026-01-04 00:00:00,2026-05-09 00:00:00,126,NECIS
KS,GGDA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,GGDA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,GGDA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,GGGA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,GGGA,2026-01-04 00:00:00,2026-05-09 00:00:00,126,NECIS
KS,GGGA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,GGGA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,GGGA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,GIGA,2018-03-09 00:00:00,2018-07-10 00:00:00,124,NECIS
KS,GIGA,2018-07-12 00:00:00,2018-12-31 00:00:00,173,NECIS
KS,GIGA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,GIGA,2026-01-04 00:00:00,2026-05-09 00:00:00,126,NECIS
KS,GIGA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,GIGA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,GIGA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,GSNA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,GSNA,2026-01-04 00:00:00,2026-05-09 00:00:00,126,NECIS
KS,GSNA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,GSNA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,GSNA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,GUM,2018-11-11 00:00:00,2026-07-16 00:00:00,2805,NECIS
KS,GUMA,2018-12-19 00:00:00,2025-12-31 00:00:00,2570,NECIS
KS,GUMA,2026-01-02 00:00:00,2026-01-02 00:00:00,1,NECIS
KS,GUMA,2026-01-04 00:00:00,2026-05-09 00:00:00,126,NECIS
KS,GUMA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,GUMA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,GUMA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,GUWB,2016-12-16 00:00:00,2017-06-05 00:00:00,172,NECIS
KS,GUWB,2021-05-03 00:00:00,2021-05-03 00:00:00,1,NECIS
KS,GUWB,2022-06-03 00:00:00,2022-06-04 00:00:00,2,NECIS
KS,GUWB,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,GUWB,2026-01-04 00:00:00,2026-05-09 00:00:00,126,NECIS
KS,GUWB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,GUWB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,GUWB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,HMGA,2022-09-06 00:00:00,2022-09-07 00:00:00,2,NECIS
KS,HMGA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,HMGA,2026-01-04 00:00:00,2026-05-09 00:00:00,126,NECIS
KS,HMGA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,HMGA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,HMGA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,HYDAT,2022-11-29 00:00:00,2026-07-16 00:00:00,1326,NECIS
KS,JEJB,2016-12-16 00:00:00,2017-06-05 00:00:00,172,NECIS
KS,JEJB,2022-09-23 00:00:00,2022-09-23 00:00:00,1,NECIS
KS,JEJB,2024-07-25 00:00:00,2024-07-25 00:00:00,1,NECIS
KS,JEJB,2024-08-19 00:00:00,2024-08-22 00:00:00,4,NECIS
KS,JEJB,2024-08-31 00:00:00,2024-09-02 00:00:00,3,NECIS
KS,JEJB,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,JEJB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,JEJB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,JEJB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,JEJB,2026-05-27 00:00:00,2026-05-27 00:00:00,1,NECIS
KS,JEJB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,JKJA,2018-12-19 00:00:00,2019-03-17 00:00:00,89,NECIS
KS,JKJA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,JKJA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,JKJA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,JKJA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,JKJA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,JNHA,2018-03-09 00:00:00,2025-12-31 00:00:00,2855,NECIS
KS,JNHA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,JNHA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,JNHA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,JNHA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,JNYA,2021-08-24 00:00:00,2021-08-24 00:00:00,1,NECIS
KS,JNYA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,JNYA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,JNYA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,JNYA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,JNYA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,JUCA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,JUCA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,JUCA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,JUCA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,JUCA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,KUM,2010-01-01 00:00:00,2026-07-16 00:00:00,6041,NECIS
KS,MAS,2010-01-01 00:00:00,2016-05-31 00:00:00,2343,NECIS
KS,MAS2,2016-05-31 00:00:00,2018-03-09 00:00:00,648,NECIS
KS,MIY,2010-01-01 00:00:00,2026-07-16 00:00:00,6041,NECIS
KS,MIYA,2011-10-05 00:00:00,2026-07-16 00:00:00,5399,NECIS
KS,MLGA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,MLGA,2026-01-03 00:00:00,2026-07-16 00:00:00,195,NECIS
KS,MSNA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,MSNA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,MSNA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,MSNA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,MSNA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,OADB,2021-11-13 00:00:00,2025-12-31 00:00:00,1510,NECIS
KS,OADB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,OADB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,OADB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,OADB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,OGSB,2021-11-09 00:00:00,2022-01-04 00:00:00,57,NECIS
KS,OGSB,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,OGSB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,OGSB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,OGSB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,OGSB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,OHBA,2021-11-13 00:00:00,2022-01-04 00:00:00,53,NECIS
KS,OHBA,2022-01-29 00:00:00,2022-12-31 00:00:00,337,NECIS
KS,OHBA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,OHBA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,OHBA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,OHBA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,OHBA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,OOJB,2021-11-10 00:00:00,2025-12-31 00:00:00,1513,NECIS
KS,OOJB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,OOJB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,OOJB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,OOJB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,OPHB,2021-11-13 00:00:00,2022-01-04 00:00:00,53,NECIS
KS,OPHB,2022-10-02 00:00:00,2022-10-08 00:00:00,7,NECIS
KS,OPHB,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,OPHB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,OPHB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,OPHB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,OPHB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,OSBA,2021-11-08 00:00:00,2025-12-31 00:00:00,1515,NECIS
KS,OSBA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,OSBA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,OSBA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,OSBA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,OWSA,2021-11-13 00:00:00,2022-01-04 00:00:00,53,NECIS
KS,OWSA,2022-01-29 00:00:00,2022-12-31 00:00:00,337,NECIS
KS,OWSA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,OWSA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,OWSA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,OWSA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,OWSA,2026-06-24 00:00:00,2026-06-24 00:00:00,1,NECIS
KS,OWSA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,PHA,2010-01-01 00:00:00,2011-12-19 00:00:00,718,NECIS
KS,PHA2,2011-12-20 00:00:00,2022-07-20 00:00:00,3866,NECIS
KS,PMYA,2021-11-12 00:00:00,2022-01-04 00:00:00,54,NECIS
KS,PMYA,2022-01-29 00:00:00,2023-06-26 00:00:00,514,NECIS
KS,PMYA,2023-06-28 00:00:00,2023-12-31 00:00:00,187,NECIS
KS,PMYA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,PMYA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,PMYA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,PMYA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,PMYA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,SEJAT,2022-11-29 00:00:00,2026-07-16 00:00:00,1326,NECIS
KS,SKBA,2018-12-19 00:00:00,2025-12-31 00:00:00,2570,NECIS
KS,SKBA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,SKBA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,SKBA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,SKBA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,SNNA,2018-12-19 00:00:00,2019-03-17 00:00:00,89,NECIS
KS,SNNA,2022-05-25 00:00:00,2022-05-25 00:00:00,1,NECIS
KS,SNNA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,SNNA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,SNNA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,SNNA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,SNNA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,ULJ,2010-01-01 00:00:00,2010-11-01 00:00:00,305,NECIS
KS,ULJ2,2010-11-02 00:00:00,2022-07-20 00:00:00,4279,NECIS
KS,UNCA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,UNCA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,UNCA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,UNCA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,UNCA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,USN,2010-01-01 00:00:00,2015-03-31 00:00:00,1916,NECIS
KS,USN,2015-08-04 00:00:00,2015-08-05 00:00:00,2,NECIS
KS,USN,2016-01-03 00:00:00,2016-01-03 00:00:00,1,NECIS
KS,USN,2016-01-06 00:00:00,2016-01-06 00:00:00,1,NECIS
KS,USN2,2016-05-31 00:00:00,2016-08-02 00:00:00,64,NECIS
KS,USN2,2016-08-07 00:00:00,2016-08-07 00:00:00,1,NECIS
KS,USN2,2016-09-06 00:00:00,2016-09-07 00:00:00,2,NECIS
KS,USN2,2016-09-09 00:00:00,2016-09-09 00:00:00,1,NECIS
KS,USN2,2016-11-18 00:00:00,2017-12-15 00:00:00,393,NECIS
KS,USN2,2017-12-25 00:00:00,2017-12-31 00:00:00,7,NECIS
KS,USN2,2021-04-09 00:00:00,2021-04-09 00:00:00,1,NECIS
KS,USN2,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,USN2,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,USN2,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,USN2,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,USN2,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,YALB,2018-03-09 00:00:00,2025-12-31 00:00:00,2855,NECIS
KS,YALB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,YALB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,YALB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,YALB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,YEAB,2018-12-19 00:00:00,2025-12-31 00:00:00,2570,NECIS
KS,YEAB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,YEAB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,YEAB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,YEAB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,YEYB,2016-05-31 00:00:00,2025-12-31 00:00:00,3502,NECIS
KS,YEYB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,YEYB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,YEYB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,YEYB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,YGAA,2018-03-09 00:00:00,2025-12-31 00:00:00,2855,NECIS
KS,YGAA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,YGAA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,YGAA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,YGAA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,YGBA,2018-12-19 00:00:00,2019-03-17 00:00:00,89,NECIS
KS,YGBA,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,YGBA,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,YGBA,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,YGBA,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,YGBA,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,YOC,2010-01-01 00:00:00,2026-07-16 00:00:00,6041,NECIS
KS,YOCB,2015-10-01 00:00:00,2015-11-30 00:00:00,61,NECIS
KS,YOCB,2016-01-03 00:00:00,2016-01-03 00:00:00,1,NECIS
KS,YOCB,2016-01-06 00:00:00,2016-01-06 00:00:00,1,NECIS
KS,YOCB,2016-02-18 00:00:00,2016-02-21 00:00:00,4,NECIS
KS,YOCB,2016-12-13 00:00:00,2016-12-13 00:00:00,1,NECIS
KS,YOCB,2016-12-17 00:00:00,2016-12-27 00:00:00,11,NECIS
KS,YOCB,2024-11-01 00:00:00,2025-12-31 00:00:00,426,NECIS
KS,YOCB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,YOCB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,YOCB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,YOCB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
KS,YOD,2010-01-01 00:00:00,2026-07-16 00:00:00,6041,NECIS
KS,YODB,2015-10-01 00:00:00,2025-12-31 00:00:00,3745,NECIS
KS,YODB,2026-01-03 00:00:00,2026-05-09 00:00:00,127,NECIS
KS,YODB,2026-05-14 00:00:00,2026-05-14 00:00:00,1,NECIS
KS,YODB,2026-05-17 00:00:00,2026-05-17 00:00:00,1,NECIS
KS,YODB,2026-07-14 00:00:00,2026-07-16 00:00:00,3,NECIS
